Date,Open,High,Low,Close,Volume,Change %
Nov-14-2018,41.618,41.618,41.519,41.618,1630000,0.00
Nov-15-2018,41.618,41.618,41.123,41.519,63300,-0.24
Nov-16-2018,41.519,42.014,41.519,41.618,1200000,0.24
Nov-19-2018,41.618,42.609,41.370,42.312,3020000,1.67
Nov-20-2018,42.312,42.312,41.618,42.163,756400,-0.35
Nov-21-2018,42.163,42.212,41.767,42.113,635100,-0.12
Nov-22-2018,42.014,42.163,42.014,42.113,315100,0.00
Nov-23-2018,42.113,43.600,42.064,42.658,2120000,1.29
Nov-26-2018,43.104,43.104,42.262,42.609,3310000,-0.12
Nov-27-2018,42.609,42.658,42.312,42.609,3480000,0.00
Nov-28-2018,42.708,42.708,42.312,42.559,2820000,-0.12
Nov-29-2018,42.559,42.559,42.163,42.163,396900,-0.93
Dec-03-2018,42.163,42.460,42.113,42.312,6840000,0.35
Dec-04-2018,42.312,42.312,42.113,42.163,3260000,-0.35
Dec-05-2018,42.113,42.361,42.014,42.113,3700000,-0.12
Dec-06-2018,42.163,42.510,42.163,42.460,3320000,0.82
Dec-07-2018,42.460,42.460,42.262,42.361,2440000,-0.23
Dec-10-2018,42.212,42.361,42.064,42.113,1770000,-0.58
Dec-11-2018,42.262,42.262,41.866,42.113,1300000,0.00
Dec-12-2018,42.212,42.312,42.113,42.262,2029999,0.35
Dec-13-2018,42.262,42.312,42.212,42.312,1440000,0.12
Dec-14-2018,42.312,42.312,41.965,42.113,4440000,-0.47
Dec-17-2018,42.212,42.510,42.014,42.113,5190000,0.00
Dec-18-2018,42.113,42.163,41.965,42.064,3530000,-0.12
Dec-19-2018,42.113,42.609,42.113,42.510,1550000,1.06
Dec-20-2018,42.411,42.411,42.113,42.212,1770000,-0.70
Dec-21-2018,42.609,42.609,41.816,41.816,1450000,-0.94
Dec-26-2018,41.767,42.906,41.767,42.906,653400,2.61
Dec-27-2018,43.104,43.104,42.609,42.609,1060000,-0.69
Dec-28-2018,43.055,43.055,42.460,42.609,6070000,0.00
Jan-02-2019,42.609,42.807,42.559,42.609,3850000,0.00
Jan-03-2019,42.609,45.284,42.609,44.739,9800000,5.00
Jan-04-2019,44.739,47.316,44.739,46.771,8980000,4.54
Jan-07-2019,47.563,49.297,47.563,48.604,10900000,3.92
Jan-08-2019,48.554,48.604,48.059,48.307,9710000,-0.61
Jan-09-2019,48.307,49.050,48.108,48.604,6040000,0.62
Jan-10-2019,48.703,49.793,48.505,48.554,4680000,-0.10
Jan-11-2019,48.455,48.752,47.861,48.059,3410000,-1.02
Jan-14-2019,48.059,48.852,47.662,48.207,1750000,0.31
Jan-15-2019,48.158,48.356,47.960,48.207,212200,0.00
Jan-16-2019,48.207,48.207,47.563,47.861,1290000,-0.72
Jan-17-2019,45.334,46.870,44.888,45.482,7670000,-4.97
Jan-18-2019,45.582,46.473,45.582,45.582,4600000,0.22
Jan-21-2019,46.424,46.424,45.334,45.334,792300,-0.54
Jan-22-2019,45.334,45.334,44.392,44.591,2470000,-1.64
Jan-23-2019,44.492,44.492,43.600,44.095,2720000,-1.11
Jan-24-2019,44.095,44.739,44.095,44.492,5390000,0.90
Jan-25-2019,45.086,45.383,44.492,44.492,2100000,0.00
